324786.05068011343,3463162.0910294773
324791.23352551553,3463156.70439286
324787.2861935568,3463149.5845339266
324790.3274544929,3463157.5417766324
324786.92769279843,3463169.744388285
324776.1251837906,3463162.092209971
324788.3878194763,3463149.7254066346
324791.20623958105,3463194.357371588
324771.3076465979,3463212.373412561
324770.58213731414,3463212.6107750945
324771.7528574889,3463210.6376511953
324791.54251197947,3463157.7674987908
324791.46933149075,3463158.093594803
324770.4577615565,3463212.071455162
324787.2816599839,3463170.167066805
324775.9951955094,3463162.452645197
324770.5057916388,3463211.0944431475
324790.475275122,3463193.149006095
324790.1948354092,3463199.9355162373
324791.4488021324,3463157.9059840837
324786.42607787123,3463182.5818808633
324786.1044658245,3463162.4241625043
324784.19039361976,3463150.3066567713
324790.4116320627,3463193.6624690164
324771.8442703119,3463211.539021957
324787.0463717589,3463169.042907792
324789.63897192467,3463192.973182341
324791.8370921727,3463174.8725086986
324791.7438983381,3463174.6469820314
324789.35823452997,3463150.7531755045
324787.3556095686,3463148.0858520432
324789.38916807575,3463153.0925236517
324771.88899412326,3463211.365888055
324789.0769650414,3463154.685297945
324776.2524919488,3463175.0205359785
